  -0.23025851E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.23002802E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22979753E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22956704E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22933655E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22910606E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22887558E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22864509E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22841460E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22818411E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22795362E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22772313E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22749264E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22726215E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22703166E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22680117E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22657069E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22634020E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22610971E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22587922E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22564873E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22541824E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22518775E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22495726E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22472677E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22449628E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22426580E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22403531E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22380482E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22357433E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22334384E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22311335E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22288286E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22265237E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22242188E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22219139E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22196091E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22173042E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22149993E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22126944E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22103895E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22080846E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22057797E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22034748E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.22011699E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.21988650E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.21965602E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.21942553E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.21919504E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
  -0.21896455E+02   0.00000000E+00   0.00000000E+00   0.00000000E+00
